id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
349,2008,No,1989.0,Yes,manufacturing,non metallic mineral products,No,0.0,0.0,0.0,28.0,20.0,15.0,28.0,20.0,15.0,0.0,0.0,0.0,8000000.0,5000000.0,7000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Yes,No,No,No,No,No,No,NOT SPECIFIED
350,2008,No,1992.0,Yes,manufacturing,non metallic mineral products,No,0.0,0.0,0.0,14.0,12.0,12.0,12.0,14.0,12.0,0.0,0.0,0.0,4000000.0,7000000.0,9000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,No,No,No,No,No,No,NOT SPECIFIED
351,2008,No,1975.0,Yes,manufacturing,non metallic mineral products,Yes,594.0,735.0,797.0,0.0,0.0,0.0,594.0,735.0,797.0,0.0,0.0,0.0,4005000000.0,6029000000.0,5473000000.0,0.0,0.0,0.0,High,High,High,High,Medium,Low,Low,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
352,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,25.0,27.0,20.0,0.0,0.0,0.0,25.0,27.0,20.0,0.0,0.0,0.0,2500000.0,2500000.0,2900000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Effective control of inflation through the CBN,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
353,2008,No,2007.0,NOT SPECIFIED,manufacturing,furniture,Yes,20.0,46.0,84.0,0.0,0.0,0.0,20.0,46.0,84.0,0.0,0.0,0.0,1200000.0,1700000.0,2500000.0,0.0,0.0,0.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Low,Not used,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
354,2008,No,1995.0,No,manufacturing,furniture,No,6.0,6.0,6.0,7.0,7.0,7.0,13.0,13.0,13.0,0.0,0.0,0.0,800000.0,850000.0,950000.0,0.0,0.0,0.0,Medium,Medium,Medium,Medium,Low,Not used,Not used,Not used,Not used,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
355,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,22.0,22.0,22.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,4000000.0,4500000.0,4400000.0,0.0,0.0,0.0,Medium,Low,Medium,Low,Medium,Not used,Not used,Medium,Medium,Medium,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
356,2008,No,2001.0,Yes,manufacturing,fabricated metal etc,No,20.0,25.0,32.0,0.0,0.0,0.0,20.0,25.0,32.0,0.0,0.0,0.0,20000000.0,24506000.0,28500000.0,0.0,0.0,0.0,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
357,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,0.0,0.0,13.0,0.0,0.0,42.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,24000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,Move informatiion on new technologies,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
358,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,15.0,13.0,10.0,0.0,0.0,0.0,15.0,13.0,10.0,0.0,0.0,0.0,1000000.0,800000.0,800000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Review of Govt. policy,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
359,2008,No,1984.0,Yes,manufacturing,chemicals and chemical products,Yes,567.0,392.0,346.0,134.0,161.0,192.0,701.0,553.0,538.0,0.0,0.0,0.0,1567424000.0,1019340000.0,1016930000.0,0.0,0.0,0.0,High,High,High,Low,Low,Low,Low,High,Medium,Medium,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
360,2008,No,1995.0,Yes,manufacturing,furniture,Yes,225.0,200.0,200.0,78.0,59.0,50.0,303.0,259.0,250.0,0.0,0.0,0.0,29560000.0,29860000.0,29710000.0,0.0,0.0,0.0,Medium,Low,Medium,Not used,Medium,Not used,Not used,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,NOT SPECIFIED
361,2008,No,1986.0,Yes,manufacturing,chemicals and chemical products,No,50.0,48.0,52.0,10.0,8.0,12.0,60.0,56.0,64.0,0.0,0.0,0.0,48000000.0,45000000.0,49000000.0,0.0,0.0,0.0,High,High,Medium,Low,Medium,Not used,Not used,Medium,Medium,Medium,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,Protection of locally made goods through import restrictions,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
362,2008,No,2005.0,Yes,manufacturing,chemicals and chemical products,No,320.0,340.0,360.0,40.0,80.0,90.0,360.0,420.0,450.0,0.0,0.0,0.0,25310000.0,30110000.0,32410000.0,0.0,0.0,0.0,High,High,High,Low,Low,Low,Low,High,High,High,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,Yes,No,No,No,No,NOT SPECIFIED
363,2008,No,1994.0,Yes,manufacturing,non metallic mineral products,Yes,2.0,3.0,4.0,36.0,40.0,45.0,38.0,43.0,49.0,0.0,0.0,0.0,1000000.0,1500000.0,2000000.0,0.0,0.0,0.0,Medium,Not used,High,Medium,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
364,2008,No,1973.0,Yes,manufacturing,food and beverages,No,40.0,45.0,50.0,0.0,0.0,0.0,40.0,45.0,50.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
365,2008,No,1979.0,No,manufacturing,"machinery, equipment and vehicles",No,230.0,188.0,186.0,0.0,0.0,0.0,230.0,188.0,186.0,0.0,0.0,0.0,610799000.0,366494000.0,473252000.0,0.0,0.0,0.0,High,High,Medium,Not used,Not used,Not used,Not used,High,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
366,2008,No,1980.0,No,manufacturing,"machinery, equipment and vehicles",No,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,417842888.0,646791852.0,953381187.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
367,2008,No,1997.0,No,manufacturing,fabricated metal etc,No,75.0,68.0,51.0,0.0,0.0,0.0,75.0,68.0,51.0,0.0,0.0,0.0,150112170.0,182615480.0,201431454.0,0.0,0.0,0.0,High,High,High,High,High,Medium,Medium,Medium,Medium,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
368,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,46.0,49.0,47.0,6.0,6.0,8.0,52.0,55.0,55.0,0.0,0.0,0.0,16000000.0,20000000.0,15000000.0,0.0,0.0,0.0,High,High,High,Low,Low,Low,Not used,High,Medium,High,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
369,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,20.0,23.0,27.0,0.0,0.0,0.0,20.0,23.0,27.0,0.0,0.0,0.0,800000.0,850000.0,800000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
370,2008,No,1998.0,No,manufacturing,furniture,No,10.0,13.0,22.0,0.0,0.0,0.0,10.0,13.0,22.0,0.0,0.0,0.0,300000.0,400000.0,550000.0,0.0,0.0,0.0,High,Not used,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,NOT SPECIFIED
371,2008,No,0.0,Yes,manufacturing,non metallic mineral products,No,80.0,76.0,80.0,15.0,30.0,23.0,95.0,106.0,103.0,0.0,0.0,0.0,5000000.0,2000000.0,6000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,NOT SPECIFIED
372,2008,No,1999.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,30.0,20.0,26.0,26.0,25.0,39.0,56.0,45.0,55.0,0.0,0.0,0.0,3000000.0,4000000.0,6000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,NOT SPECIFIED
373,2008,No,0.0,Yes,manufacturing,furniture,No,16.0,30.0,45.0,10.0,10.0,19.0,26.0,40.0,64.0,0.0,0.0,0.0,2000000.0,4000000.0,2000000.0,0.0,0.0,0.0,High,High,High,High,High,Not used,Not used,High,Not used,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,NOT SPECIFIED
374,2008,No,1978.0,No,manufacturing,non metallic mineral products,No,30.0,26.0,44.0,0.0,0.0,0.0,30.0,26.0,44.0,0.0,0.0,0.0,190000.0,400000.0,350000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,NOT SPECIFIED
375,2008,No,0.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,36.0,45.0,50.0,0.0,0.0,0.0,36.0,45.0,50.0,0.0,0.0,0.0,3000000.0,4000000.0,6000000.0,0.0,0.0,0.0,Medium,High,High,High,Low,Low,High,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,No,No,No,No,No,No,NOT SPECIFIED
376,2008,No,1982.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,43.0,49.0,57.0,12.0,15.0,19.0,55.0,64.0,76.0,0.0,0.0,0.0,50512213.0,113063510.0,150869565.0,0.0,0.0,0.0,High,High,High,High,High,Medium,High,Medium,Medium,High,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Yes,Yes,Yes,No,No,No,No,NOT SPECIFIED
377,2008,No,1998.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,15.0,16.0,19.0,30.0,45.0,70.0,45.0,61.0,89.0,0.0,0.0,0.0,50000000.0,65000000.0,70000000.0,0.0,0.0,0.0,Medium,High,Not used,Not used,Not used,High,Not used,High,Low,Not used,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
378,2008,No,1982.0,No,manufacturing,"Publishing, reproduction of recorded media",No,126.0,130.0,134.0,0.0,0.0,0.0,126.0,130.0,134.0,0.0,0.0,0.0,10000000.0,13000000.0,16000000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,NOT SPECIFIED
379,2008,No,0.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,0.0,0.0,0.0,0.0,0.0,0.0,340.0,311.0,301.0,0.0,0.0,0.0,1500000000.0,100000000.0,2150000000.0,0.0,0.0,0.0,Medium,Medium,Low,Not used,Not used,Not used,Medium,Medium,Medium,Not used,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
380,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",Yes,230.0,300.0,250.0,50.0,50.0,65.0,280.0,350.0,315.0,0.0,0.0,0.0,1837987000.0,1719530000.0,1662920000000.0,0.0,0.0,0.0,Medium,High,High,High,Medium,Not used,Not used,Not used,High,Medium,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NOT SPECIFIED
